info: [F: 24986] timeMs,evt,a,b,c,d,s
754516,5,-0.156921574332603,-1.5,-0.00427114293501378,-1.66119271726762,
756506,1,1,30.2,28.0183326472123,-1.78371096623554,CL
756506,5,-0.403666529442454,-1.5,0.119955563206915,-1.78371096623554,
756506,2,1,0,30.2,0,MEDIUM
757515,1,0,29.8,28.5814534047642,-1.80770207887692,CL
757515,5,-0.516290680952842,-1.5,0.20858860207592,-1.80770207887692,
758526,1,0,29.7,28.9107147353054,-1.84941979929211,CL
758526,5,-0.582142947061077,-1.5,0.23272314776897,-1.84941979929211,
759895,1,0,22,26.8283952814622,-1.8959644288459,CL
759895,5,-0.165679056292433,-1.5,-0.230285372553468,-1.8959644288459,
761690,1,0,16.8,23.5722019210424,1.15009264566479,CL
761690,5,0.48555961579151,1.5,-0.835466970126717,1.15009264566479,
763399,1,0,17.6,21.5931883577553,1.31718603969014,CL
763399,5,0.881362328448934,1.5,-1.0641762887588,1.31718603969014,
763399,2,0,1,17.6,0,MEDIUM
766864,1,1,17.4,19.8991127203828,1.69942886117915,CL
766864,5,1.22017745592344,1.5,-1.02074859474429,1.69942886117915,
771239,1,1,13.8,17.112023332626,2.18228751890369,CL
771239,5,1.77759533347481,1.5,-1.09530781457112,2.18228751890369,
771239,2,1,2,13.8,0,LOW
774440,1,2,28.2,21.9605162828249,1.75488335512472,CL
774440,5,0.807896743435011,1.5,-0.553013388310294,1.75488335512472,
777453,1,2,29.9,25.3333379001437,1.41577648381094,CL
777453,5,0.133332419971264,1.5,-0.21755593616032,1.41577648381094,
780447,1,2,30.1,27.335461544612,-1.80766214821944,CL
780447,5,-0.267092308922403,-1.5,-0.0405698392970337,-1.80766214821944,
780447,2,2,0,30.1,0,MEDIUM
781470,1,0,29.4,28.0438266233196,-1.79954818036003,CL
781470,5,-0.408765324663928,-1.5,0.109217144303899,-1.79954818036003,
781644,4,0,29.4,26,0,MEDIUM
782770,1,0,26.7,28.2620562340244,-1.5,CL
782770,5,-0.452411246804885,-1.5,0.452411246804885,-1.5,
783788,1,0,29.5,28.7398022351014,-1.59048224936098,CL
783788,5,-0.547960447020284,-1.5,0.457478197659307,-1.59048224936098,
784785,1,0,30.1,29.1844235439519,-1.68197788889284,CL
784785,5,-0.636884708790373,-1.5,0.454906819897535,-1.68197788889284,
785803,1,0,29.5,29.2791132526379,-1.77295925287235,CL
785803,5,-0.655822650527588,-1.5,0.382863397655243,-1.77295925287235,
786878,1,0,28,28.9087495243548,-1.84953193240339,CL
786878,5,-0.581749904870954,-1.5,0.23221797246756,-1.84953193240339,
787879,1,0,30,29.2147284330826,-1.89597552689691,CL
787879,5,-0.642945686616523,-1.5,0.246970159719617,-1.89597552689691,
788879,1,0,30,29.4311246060417,-1.94536955884083,CL
788879,5,-0.686224921208348,-1.5,0.240855362367519,-1.94536955884083,
789884,1,0,29.9,29.5592645164975,-1.99354063131433,CL
789884,5,-0.711852903299505,-1.5,0.218312271985172,-1.99354063131433,
790884,1,0,30,29.6790664531998,-2.03720308571137,CL
790884,5,-0.735813290639969,-1.5,0.198610204928602,-2.03720308571137,
792112,1,0,24.5,28.2135966743706,-2.07692512669709,CL
792112,5,-0.442719334874113,-1.5,-0.134205791822975,-2.07692512669709,
793379,1,0,23.7,26.9019039857308,-2.05008396833249,CL
793379,5,-0.180380797146159,-1.5,-0.369703171186334,-2.05008396833249,
794915,1,0,19.6,24.6559877470384,1.02385666590477,CL
794915,5,0.268802450592314,1.5,-0.74494578468754,1.02385666590477,
796589,1,0,18,22.5125966735801,1.17284582284228,CL
796589,5,0.697480665283971,1.5,-1.02463484244169,1.17284582284228,
796589,2,0,1,18,0,MEDIUM
799883,1,1,18.3,20.8508866398742,1.54394379470121,CL
799883,5,1.02982267202516,1.5,-0.985878877323945,1.54394379470121,
802484,1,1,23.1,21.7406595060858,1.65214228354484,CL
802484,5,0.851868098782835,1.5,-0.699725815237994,1.65214228354484,
802484,2,1,2,23.1,0,LOW
805840,1,2,26.9,23.9198075352765,1.50153437603369,CL
805840,5,0.416038492944708,1.5,-0.41450411691102,1.50153437603369,
808850,1,2,30,26.4719159245675,-1.75584591915625,CL
808850,5,-0.0943831849135087,-1.5,-0.161462734242744,-1.75584591915625,
811841,1,2,30.1,27.9892269449832,-1.92586150836312,CL
811841,5,-0.397845388996632,-1.5,-0.0280161193664869,-1.92586150836312,
811841,2,2,0,30.1,0,MEDIUM
813614,1,0,17,23.887583280792,1.07974171551018,CL
813614,5,0.422483343841593,1.5,-0.842741628331416,1.07974171551018,
815314,1,0,17.7,21.7094698852054,1.24829004117646,CL
815314,5,0.858106022958921,1.5,-1.10981598178246,1.24829004117646,
815314,2,0,1,17.7,0,MEDIUM
818899,1,1,16.8,19.6701729807083,1.67418292798266,CL
818899,5,1.26596540385834,1.5,-1.09178247587568,1.67418292798266,
822232,1,1,18.1,18.9979188543871,1.95976483578992,CL
822232,5,1.40041622912259,1.5,-0.940651393332665,1.95976483578992,
822232,2,1,2,18.1,0,LOW
825250,1,2,29.9,23.5980010424897,1.53455082270944,CL
825250,5,0.480399791502057,1.5,-0.445848968792622,1.53455082270944,
828241,1,2,30.1,26.3220640807433,-1.73948778863252,CL
828241,5,-0.0644128161486592,-1.5,-0.175074972483859,-1.73948778863252,
830268,4,2,30.1,26,0,LOW
831453,1,0,25.4,27.5713476516403,-1.5,CL
831453,5,-0.314269530328062,-1.5,0.314269530328062,-1.5,
832462,1,0,29.8,28.4317783376582,-1.56285390606561,CL
832462,5,-0.486355667531641,-1.5,0.423501761466029,-1.56285390606561,
833459,1,0,30.1,28.9772056449637,-1.64755425835882,CL
833459,5,-0.595441128992731,-1.5,0.447886870633913,-1.64755425835882,
834437,1,0,30.7,29.4908105034795,-1.7371316324856,CL
834437,5,-0.698162100695893,-1.5,0.461030468210292,-1.7371316324856,
835464,1,0,29.3,29.4362131295248,-1.82933772612766,CL
835464,5,-0.687242625904953,-1.5,0.357904899777294,-1.82933772612766,
836442,1,0,30.7,29.7868156545006,-1.90091870608312,CL
836442,5,-0.75736313090013,-1.5,0.356444424817012,-1.90091870608312,
837448,1,0,29.9,29.8178646424696,-1.97220759104652,CL
837448,5,-0.763572928493919,-1.5,0.291365337447399,-1.97220759104652,
838470,1,0,29.4,29.7035654764671,-2.030480658536,CL
838470,5,-0.74071309529341,-1.5,0.21023243675741,-2.030480658536,
839443,1,0,30.9,30.0272198849071,-2.07252714588748,CL
839443,5,-0.805443976981413,-1.5,0.232916831093931,-2.07252714588748,
840437,1,0,30.2,30.0738753734643,-2.11911051210627,CL
840437,5,-0.814775074692858,-1.5,0.19566456258659,-2.11911051210627,
841435,1,0,30.1,30.0809285367448,-2.15824342462359,CL
841435,5,-0.816185707348956,-1.5,0.15794228272537,-2.15824342462359,
842440,1,0,29.9,30.0320182357626,-2.18983188116866,CL
842440,5,-0.806403647152518,-1.5,0.116571765983858,-2.18983188116866,
843771,1,0,22.6,27.8956125106221,-2.21314623436543,CL
843771,5,-0.379122502124427,-1.5,-0.334023732241005,-2.21314623436543,
845538,1,0,17,24.4415465184145,0.853658512082769,CL
845538,5,0.311690696317091,1.5,-0.958032184234322,0.853658512082769,
847612,1,0,14.5,21.0215512006447,1.04526494892963,CL
847612,5,0.995689759871056,1.5,-1.45042481094142,1.04526494892963,
847612,2,0,1,14.5,0,MEDIUM
851088,1,1,17.3,19.5000049287984,1.48750453830255,CL
851088,5,1.29999901424033,1.5,-1.31249447593777,1.48750453830255,
854465,1,1,17.8,18.7733517664232,1.82266874972762,CL
854465,5,1.44532964671536,1.5,-1.12266089698774,1.82266874972762,
856574,1,1,28.5,22.5631141505758,1.66822469070992,CL
856574,5,0.68737716988485,1.5,-0.519152479174933,1.66822469070992,
856574,2,1,2,28.5,0,LOW
859681,1,2,29,25.2143241985105,1.41856051348694,CL
859681,5,0.157135160297909,1.5,-0.238574646810966,1.41856051348694,
863135,1,2,26.1,25.5959955519345,1.41538592905926,CL
863135,5,0.0808008896130993,1.5,-0.165414960553837,1.41538592905926,
863135,2,2,1,26.1,0,MEDIUM
866565,1,1,17.5,22.0638548688335,1.80168298948013,CL
866565,5,0.787229026233309,1.5,-0.485546036753174,1.80168298948013,
869766,1,1,18.8,20.6582825681459,2.03934942689953,CL
869766,5,1.06834348637082,1.5,-0.528994059471297,2.03934942689953,
869766,2,1,2,18.8,0,LOW
872705,1,2,30.7,24.8771885067354,1.58262744698186,CL
872705,5,0.22456229865293,1.5,-0.141934851671073,1.58262744698186,
875705,1,2,30,27.0218599721061,-1.6749417780667,CL
875705,5,-0.204371994421225,-1.5,0.0294302163545266,-1.6749417780667,
878713,1,2,30,28.2679706576835,-1.84697591274792,CL
878713,5,-0.453594131536695,-1.5,0.106618218788778,-1.84697591274792,
878713,2,2,0,30,0,MEDIUM
879843,1,0,26.6,27.6891666768683,-1.86829955650567,CL
879843,5,-0.337833335373664,-1.5,-0.0304662211320094,-1.86829955650567,
881262,1,0,21.2,25.5583311295768,1.13779368772073,CL
881262,5,0.0883337740846414,1.5,-0.450540086363913,1.13779368772073,
883327,1,0,14.6,21.7395912736732,1.22790170499351,CL
883327,5,0.85208174526536,1.5,-1.12418004027185,1.22790170499351,
883327,2,0,1,14.6,0,MEDIUM
887700,1,1,13.8,18.2460119023358,1.80209565018162,CL
887700,5,1.55079761953283,1.5,-1.24870196935121,1.80209565018162,
891330,1,1,16.6,17.5129193542761,2.12514529885783,CL
891330,5,1.69741612914478,1.5,-1.07227083028695,2.12514529885783,
891330,2,1,2,16.6,0,LOW
895374,1,2,22.3,19.7120740899022,2.04637883349841,CL
895374,5,1.25758518201956,1.5,-0.711206348521149,2.04637883349841,
898381,1,2,30,24.1548987679273,1.59624347946596,CL
898381,5,0.369020246414535,1.5,-0.272776766948579,1.59624347946596,
899955,4,2,30,26,0,LOW
901251,1,0,23.2,26.3930879038317,-1.5,CL
901251,5,-0.0786175807663412,-1.5,0.0786175807663412,-1.5,
902237,1,0,30.5,27.978919044167,-1.51572351615327,CL
902237,5,-0.395783808833409,-1.5,0.38006029268014,-1.51572351615327,
903283,1,0,28.7,28.2162923400543,-1.5917355746893,CL
903283,5,-0.443258468010869,-1.5,0.351522893321573,-1.5917355746893,
904515,1,0,24.4,27.0275931047999,-1.66204015335361,CL
904515,5,-0.205518620959982,-1.5,0.0434784676063717,-1.66204015335361,
905944,1,0,21,25.1444413185518,1.32926415312511,CL
905944,5,0.171111736289634,1.5,-0.341847583164519,1.32926415312511,
907412,1,0,20.5,23.6828205696928,1.39763366975802,CL
907412,5,0.463435886061446,1.5,-0.565802216303428,1.39763366975802,
907412,2,0,1,20.5,0,MEDIUM
910580,1,1,19,21.8702490095071,1.69205126903727,CL
910580,5,0.825950198098571,1.5,-0.633898929061305,1.69205126903727,
912792,1,1,27.2,23.8860312579122,1.61725283000902,CL
912792,5,0.422793748417561,1.5,-0.305540918408539,1.61725283000902,
912792,2,1,2,27.2,0,LOW
915800,1,2,30,26.3585940280165,-1.65131402232317,CL
915800,5,-0.0717188056032946,-1.5,-0.0795952167198791,-1.65131402232317,
918910,1,2,29,27.4601915689243,-1.78227465110024,CL
918910,5,-0.292038313784853,-1.5,0.00976366268461629,-1.78227465110024,
918910,2,2,0,29,0,MEDIUM
920477,1,0,19.2,24.4487327706207,1.21577261636284,CL
920477,5,0.310253445875858,1.5,-0.594480829513018,1.21577261636284,
922029,1,0,19.4,22.7220266085278,1.33466878226544,CL
922029,5,0.655594678294437,1.5,-0.820925896028994,1.33466878226544,
922029,2,0,1,19.4,0,MEDIUM
924846,1,1,21.3,22.1757897069108,1.55347765163294,CL
924846,5,0.764842058617839,1.5,-0.711364406984896,1.55347765163294,
927706,1,1,21,21.7040127213137,1.74292823158963,CL
927706,5,0.859197455737257,1.5,-0.616269224147626,1.74292823158963,
927706,2,1,2,21,0,LOW
931005,1,2,27.3,24.0674603491688,1.55105572603848,CL
931005,5,0.386507930166245,1.5,-0.335452204127763,1.55105572603848,
935046,1,2,22.3,23.2677042309313,1.72478031596237,CL
935046,5,0.546459153813746,1.5,-0.321678837851378,1.72478031596237,
938018,1,2,30.3,26.2808306891522,-1.61263411089682,CL
938018,5,-0.0561661378304464,-1.5,-0.0564679730663714,-1.61263411089682,
942277,1,2,21.2,23.9399231003175,1.71078049556109,CL
942277,5,0.412015379936506,1.5,-0.201234884375415,1.71078049556109,
948996,1,2,13.4,18.3422108308148,2.49738910836987,CL
948996,5,1.53155783383705,1.5,-0.53416872546718,2.49738910836987,
955569,1,2,13.7,15.8212845276121,2.940346360557,CL
955569,5,2.03574309447759,1.5,-0.59539673392059,2.940346360557,
960926,1,2,16.9,16.3810735244607,2.98478717442797,CL
960926,5,1.92378529510786,1.5,-0.438998120679897,2.98478717442797,
960926,2,2,3,16.9,0,LOW
968677,1,3,15.5,15.8840706289965,3.14713723288358,CL
968677,5,2.02318587420071,1.5,-0.376048641317128,3.14713723288358,
973558,1,3,24.6,20.3528599300686,2.55202856598618,CL
973558,5,1.12942801398628,1.5,-0.0773994480000957,2.55202856598618,
977515,1,3,30.4,25.1353489050209,1.85013510934336,CL
977515,5,0.172930218995827,1.5,0.177204890347536,1.85013510934336,
981522,1,3,30,27.4078765293637,-1.52618501237757,CL
981522,5,-0.281575305872737,-1.5,0.25539029349517,-1.52618501237757,
981522,2,3,0,30,0,MEDIUM
982615,1,0,27.5,27.4415627516392,-1.5772630710766,CL
982615,5,-0.288312550327842,-1.5,0.211049479251241,-1.5772630710766,
983611,1,0,30.2,28.317446723259,-1.61947296692685,CL
983611,5,-0.463489344651795,-1.5,0.344016377724946,-1.61947296692685,
984607,1,0,30.2,28.8715724509051,-1.68827624247184,CL
984607,5,-0.57431449018103,-1.5,0.386038247709192,-1.68827624247184,
985607,1,0,30,29.1907130954986,-1.76548389201368,CL
985607,5,-0.638142619099719,-1.5,0.372658727086042,-1.76548389201368,
986622,1,0,29.6,29.3043405946296,-1.84001563743089,CL
986622,5,-0.660868118925919,-1.5,0.320852481495034,-1.84001563743089,
987620,1,0,30.1,29.5223565689497,-1.90418613372989,CL
987620,5,-0.704471313789947,-1.5,0.300285180060055,-1.90418613372989,
988606,1,0,30.5,29.7877468387775,-1.9642431697419,CL
988606,5,-0.7575493677555,-1.5,0.293306198013597,-1.9642431697419,
989610,1,0,29.9,29.8181744277724,-2.02290440934462,CL
989610,5,-0.763634885554484,-1.5,0.240730476209862,-2.02290440934462,
990606,1,0,30.2,29.921429852054,-2.07105050458659,CL
990606,5,-0.784285970410802,-1.5,0.213235465824208,-2.07105050458659,
991618,1,0,29.7,29.8614360695729,-2.11369759775144,CL
991618,5,-0.772287213914576,-1.5,0.15858961616314,-2.11369759775144,
992610,1,0,30.3,29.9799126075294,-2.14541552098406,CL
992610,5,-0.795982521505876,-1.5,0.150567000521812,-2.14541552098406,
993619,1,0,29.8,29.9312228282653,-2.17552892108843,CL
993619,5,-0.786244565653053,-1.5,0.110715644564627,-2.17552892108843,
994610,1,0,30.3,30.0307665551539,-2.19767205000135,CL
994610,5,-0.806153311030779,-1.5,0.108481261029427,-2.19767205000135,
995606,1,0,30.2,30.0764294730884,-2.21936830220724,CL
995606,5,-0.815285894617674,-1.5,0.0959175924104362,-2.21936830220724,
996612,1,0,29.9,30.028740974993,-2.23855182068932,CL
996612,5,-0.805748194998601,-1.5,0.067196374309276,-2.23855182068932,
997612,1,0,30,30.0209742546714,-2.25199109555118,CL
997612,5,-0.804194850934286,-1.5,0.0522037553831062,-2.25199109555118,
998614,1,0,30,30.0153048530974,-2.2624318466278,CL
998614,5,-0.803060970619479,-1.5,0.0406291239916778,-2.2624318466278,
999603,1,0,30.4,30.1190371487135,-2.27055767142614,CL
999603,5,-0.823807429742691,-1.5,0.0532497583165547,-2.27055767142614,
1000601,1,0,30.1,30.1139013296158,-2.28120762308945,CL
1000601,5,-0.822780265923166,-1.5,0.0415726428337182,-2.28120762308945,
1001602,1,0,30,30.0831470125536,-2.28952215165619,CL
1001602,5,-0.816629402510722,-1.5,0.0271072508545309,-2.28952215165619,
