timeMs,evt,a,b,c,d,s
3472484,5,2.4921165493473,1.5,-0.394393781566385,3.59772276778092,
3474811,1,0,12.9,14.8799990545821,3.73417826149563,OL:1>0
3474811,5,2.78000023635448,1.5,-0.545821974858852,3.73417826149563,
3477626,1,0,10.7,13.2345273991873,3.92561623923714,OL:1>0
3477626,5,3.19136815020319,1.5,-0.765751910966043,3.92561623923714,
3479980,1,0,12.7,13.0281214324634,4.08908691976655,OL:1>0
3479980,5,3.24296964188416,1.5,-0.653882722117613,4.08908691976655,
3482028,1,0,14.6,13.6119853714263,4.19067026724192,OL:1>0
3482028,5,3.09700365714342,1.5,-0.406333389901502,4.19067026724192,
3483770,1,0,17.2,14.8786271659753,4.20860485549477,OL:1>0
3483770,5,2.78034320850619,1.5,-0.0717383530114121,4.20860485549477,
3485695,1,0,15.6,15.1332491842217,4.21022142518474,OL:1>0
3485695,5,2.71668770394458,1.5,-0.00646627875984732,4.21022142518474,
3487428,1,0,17.3,15.8803608226095,4.17415909901732,OL:1>0
3487428,5,2.52990979434763,1.5,0.144249304669681,4.17415909901732,
3489317,1,0,15.9,15.887194964408,4.14496753099345,OL:1>0
3489317,5,2.528201258898,1.5,0.116766272095455,4.14496753099345,
3491383,1,0,14.5,15.3923248608518,4.14635778175217,OL:1>0
3491383,5,2.65191878478706,1.5,-0.00556100303488736,4.14635778175217,
3493514,1,0,14.1,14.9232199280966,4.17092522899691,OL:1>0
3493514,5,2.76919501797585,1.5,-0.0982697889789437,4.17092522899691,
3495403,1,0,15.9,15.2705880203466,4.1732107821802,OL:1>0
3495403,5,2.68235299491336,1.5,-0.00914221273316222,4.1732107821802,
3497311,1,0,15.7,15.4223196814747,4.16745264167042,OL:1>0
3497311,5,2.64442007963132,1.5,0.0230325620391029,4.16745264167042,
3499538,1,0,13.5,14.7197092082509,4.1979766529238,OL:1>0
3499538,5,2.82007269793728,1.5,-0.122096045013486,4.1979766529238,
3501756,1,0,13.5,14.2684169073848,4.2449604769698,OL:1>0
3501756,5,2.9328957731538,1.5,-0.187935296184001,4.2449604769698,
3503580,1,0,16.4,15.0269110975554,4.24462282669807,OL:1>0
3503580,5,2.74327222561116,1.5,0.00135060108691016,4.24462282669807,
3505316,1,0,17.3,15.8137732008486,4.20500960131602,OL:1>0
3505316,5,2.54655669978785,1.5,0.158452901528175,4.20500960131602,
3507383,1,0,14.5,15.3460322305973,4.19670606952296,OL:1>0
3507383,5,2.66349194235068,1.5,0.0332141271722796,4.19670606952296,
3509659,1,0,13.2,14.5551359766131,4.22960805678771,OL:1>0
3509659,5,2.86121600584671,1.5,-0.131607949059006,4.22960805678771,
3511350,1,0,17.7,15.654744691901,4.20094921083511,OL:1>0
3511350,5,2.58631382702474,1.5,0.114635383810372,4.20094921083511,
3512955,1,0,18.7,16.6834779237015,4.12658547248301,OL:1>0
3512955,5,2.32913051907462,1.5,0.297454953408398,4.12658547248301,
3515085,1,0,14.1,15.7658839088968,4.11297418254157,OL:1>0
3515085,5,2.5585290227758,1.5,0.0544451597657712,4.11297418254157,
