timeMs,evt,a,b,c,d,s
246778,5,-0.774212260949204,-1.5,0.252578173223469,-2.02163408772574,
247770,1,0,30.2,29.419004980008,-2.08825751918099,CL
247770,5,-0.85475124500199,-1.5,0.266493725821004,-2.08825751918099,
248775,1,0,29.9,29.5545897359281,-2.14833550214119,CL
248775,5,-0.888647433982028,-1.5,0.240311931840833,-2.14833550214119,
249769,1,0,30.2,29.7327461209268,-2.2053057077593,CL
249769,5,-0.933186530231701,-1.5,0.227880822472406,-2.2053057077593,
250769,1,0,30,29.8057798604498,-2.25453355922993,CL
250769,5,-0.951444965112458,-1.5,0.19691140588253,-2.25453355922993,
251407,4,0,30,26,0,MEDIUM
252428,1,0,29.4,29.6854288568574,-1.68427144284287,CL
252428,5,-0.921357214214357,-1.5,0.737085771371486,-1.68427144284287,
253414,1,0,30.4,29.9596908973232,-1.84540169914046,CL
253414,5,-0.989922724330804,-1.5,0.644521025190346,-1.84540169914046,
254464,1,0,28.6,29.5132714818612,-1.95198493340543,CL
254464,5,-0.878317870465298,-1.5,0.426332937059872,-1.95198493340543,
255578,1,0,26.9,28.7151195180834,-1.99734392262851,CL
255578,5,-0.678779879520839,-1.5,0.18143595689233,-1.99734392262851,
256508,1,0,32.3,29.7364825878107,-2.08469926749334,CL
256508,5,-0.93412064695268,-1.5,0.349421379459337,-2.08469926749334,
257518,1,0,29.7,29.7263239504751,-2.15407561151843,CL
257518,5,-0.931580987618773,-1.5,0.277505376100344,-2.15407561151843,
258811,1,0,23.2,27.8359909284237,-2.11506003563593,CL
258811,5,-0.458997732105916,-1.5,-0.15606230353001,-2.11506003563593,
259805,1,0,30.2,28.4981077505098,-2.11695341603423,CL
259805,5,-0.624526937627442,-1.5,0.00757352159321241,-2.11695341603423,
260811,1,0,29.8,28.8570659451929,-2.13641603008703,CL
260811,5,-0.714266486298222,-1.5,0.0778504562111937,-2.13641603008703,
261812,1,0,30,29.1692708646824,-2.16759636730374,CL
261812,5,-0.792317716170599,-1.5,0.124721348866857,-2.16759636730374,
262803,1,0,30.3,29.4760101029626,-2.20787759899113,CL
262803,5,-0.869002525740661,-1.5,0.161124926749535,-2.20787759899113,
263808,1,0,29.9,29.5909189131928,-2.24584802485254,CL
263808,5,-0.897729728298203,-1.5,0.151881703445662,-2.24584802485254,
264831,1,0,29.3,29.5118365557024,-2.27227024766715,CL
264831,5,-0.877959138925599,-1.5,0.105688891258446,-2.27227024766715,
266208,1,0,21.8,27.2711864240282,-2.18137551933513,CL
266208,5,-0.317796606007039,-1.5,-0.363578913328091,-2.18137551933513,
267834,1,0,18.5,24.5359943520369,1.02809986693005,CL
267834,5,0.366001411990768,1.5,-0.837901545060718,1.02809986693005,
268840,1,0,29.8,26.0731076045202,0.0222104455148235,CL
268840,5,-0.0182769011300534,0.403385932196795,-0.362898585551918,0.0222104455148235,
269933,1,0,27.4,26.453102012643,-1.82759548997773,CL
269933,5,-0.113275503160755,-1.5,-0.214319986816973,-1.82759548997773,
271426,1,0,20.1,24.525154259998,1.31166589501792,CL
271426,5,0.368711435000499,1.5,-0.557045539982581,1.31166589501792,
272847,1,0,21.1,23.4694215746583,1.47586163728142,CL
272847,5,0.632644606335425,1.5,-0.656782969054006,1.47586163728142,
272847,2,0,1,21.1,0,MEDIUM
274807,1,1,30.6,25.8596464366435,1.24868450179444,CL
274807,5,0.0350883908391255,1.5,-0.286403889044685,1.24868450179444,
276821,1,1,29.8,27.2356802072684,-1.90043978599035,CL
276821,5,-0.308920051817092,-1.5,-0.0915197341732611,-1.90043978599035,
278912,1,1,28.7,27.7603189795583,-1.96083165499919,CL
278912,5,-0.440079744889581,-1.5,-0.0207519101096131,-1.96083165499919,
281675,1,1,21.7,25.4075659891002,1.39623167559145,CL
281675,5,0.148108502724954,1.5,-0.251876827133504,1.39623167559145,
284882,1,1,18.7,22.6250261304794,1.86398801981127,CL
284882,5,0.843743467380161,1.5,-0.479755447568887,1.86398801981127,
287418,1,1,23.7,23.0556996683247,1.89533807864826,CL
287418,5,0.736075082918836,1.5,-0.340737004270579,1.89533807864826,
287418,2,1,2,23.7,0,LOW
290567,1,2,28.6,25.3681824166091,1.53953030898355,CL
290567,5,0.15795439584772,1.5,-0.118424086864166,1.53953030898355,
293471,1,2,31,27.7017017239915,-1.86459674666372,CL
